Date,Name,Year,Letterboxd URI,Plot,Director1,Director2,Genre1,Genre2,Country1,Country2,RatingAvg,RatingCount
2022-10-24,Empire of Light,2022,https://boxd.it/uGpm,"The duty manager of a seaside cinema, who is struggling with her mental health, forms a relationship with a new employee on the south coast of England in the 1980s.",Sam Mendes,,Romance,Drama,UK,USA,3.07,70319.0
2022-10-24,Bullet Ballet,1998,https://boxd.it/1uMg,"After his girlfriend commits suicide, a man becomes embroiled in gang warfare attempting to obtain a gun in hopes to kill himself.",Shinya Tsukamoto,,Crime,Thriller,Japan,,3.88,14454.0
2022-10-25,The Long Goodbye,1973,https://boxd.it/281O,"In 1970s Hollywood, Detective Philip Marlowe tries to help a friend who is accused of murdering his wife.",Robert Altman,,Crime,Thriller,USA,,4.18,115973.0
2022-10-27,Please Baby Please,2022,https://boxd.it/qiJE,"After witnessing a murder in the gritty streets of 1950s Manhattan, newlyweds Suze and Arthur become the dangerous obsession of a greaser gang that awakens a sleeping quandary into the couple's sexual identity.",Amanda Kramer,,Drama,Music,USA,,3.34,12060.0
2022-10-29,Pulse,2001,https://boxd.it/1s3y,"In the immense city of Tokyo, the darkness of the afterlife lures some of its inhabitants who are desperately trying to escape the sadness and isolation of the modern world.",Kiyoshi Kurosawa,,Mystery,Horror,Japan,,3.68,117056.0
2022-10-31,The Blob,1988,https://boxd.it/1YgY,"In Arborville, California, three high school students try to protect their hometown from a gelatinous alien life form that engulfs everything it touches.",Chuck Russell,,Horror,Science Fiction,USA,,3.62,75489.0
2022-11-01,Peeping Tom,1960,https://boxd.it/1Utk,"Loner Mark Lewis works at a film studio during the day and, at night, takes racy photographs of women. Also he's making a documentary on fear, which involves recording the reactions of victims as he murders them. He befriends Helen, the daughter of the family living in the apartment below his, and he tells her vaguely about the movie he is making.",Michael Powell,,Horror,Thriller,UK,,4.03,81570.0
2022-11-02,The Hole in the Ground,2019,https://boxd.it/hq9c,"Trying to escape her broken past, Sarah O’Neill is building a new life on the fringes of a backwood rural town with her young son Chris. A terrifying encounter with a mysterious neighbour shatters her fragile security, throwing Sarah into a spiralling nightmare of paranoia and mistrust, as she tries to uncover if the disturbing changes in her little boy are connected to an ominous sinkhole buried deep in the forest that borders their home.",Lee Cronin,,Horror,,Belgium,Finland,2.72,33626.0
2022-11-02,The Eternal Daughter,2022,https://boxd.it/tJnG,"An artist and her elderly mother confront long-buried secrets when they return to a former family home, now a hotel haunted by its mysterious past.",Joanna Hogg,,Mystery,Drama,Ireland,UK,3.29,27227.0
2022-11-02,Kes,1969,https://boxd.it/1Qi8,"Bullied at school and ignored and abused at home by his indifferent mother and older brother, Billy Casper, a 15-year-old working-class Yorkshire boy, tames and trains his pet kestrel falcon whom he names Kes. Helped and encouraged by his English teacher and his fellow students, Billy finally finds a positive purpose to his unhappy existence.",Ken Loach,,Drama,,UK,,4.23,40917.0
2022-11-03,The People Under the Stairs,1991,https://boxd.it/1QMC,"Trapped inside a fortified home owned by a mysterious couple, a young boy quickly learns the true nature of the homicidal inhabitants, and secret creatures hidden deep within the walls.",Wes Craven,,Horror,Comedy,USA,,3.47,52753.0
2022-11-19,Sleepaway Camp,1983,https://boxd.it/1PSY,"After a terrible boating accident, Angela Baker is sent to Camp Arawak, where a series of bizarre and violent ""accidents"" begin to claim the lives of various campers.",Robert Hiltzik,,Horror,,USA,,3.21,125311.0
2022-11-23,Mauvais Sang,1986,https://boxd.it/5c6,"Two aging crooks are given two weeks to repay a debt to a woman named The American. They recruit their recently deceased partner's son to help them break into a laboratory and steal the vaccine against STBO, a sexually transmitted disease that is sweeping the country. It's spread by having sex without emotional involvement, and most of its victims are teenagers who make love out of curiosity rather than commitment.",Leos Carax,,Romance,Science Fiction,Switzerland,France,3.94,26516.0
2022-11-24,Fade to Black,1980,https://boxd.it/12Dq,"A shy, lonely film buff embarks on a killing spree against those who browbeat and betray him, all the while stalking his idol, a Marilyn Monroe lookalike.",Vernon Zimmerman,,Drama,Horror,USA,,3.23,12431.0
2022-12-08,Atonement,2007,https://boxd.it/24ui,"As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",Joe Wright,,Romance,Drama,France,UK,3.99,485060.0
2022-12-10,Master and Commander: The Far Side of the World,2003,https://boxd.it/200S,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",Peter Weir,,Drama,Adventure,USA,,3.96,140237.0
2022-12-14,The Kid Detective,2020,https://boxd.it/r0qm,"A once-celebrated kid detective, now 31, continues to solve the same trivial mysteries between hangovers and bouts of self-pity. Until a naive client brings him his first 'adult' case, to find out who brutally murdered her boyfriend.",Evan Morgan,,Comedy,Mystery,Canada,,3.72,55549.0
2022-12-14,Blue Is the Warmest Color,2013,https://boxd.it/4O40,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire, to assert herself as a woman and as an adult. In front of others, Adele grows, seeks herself, loses herself, finds herself.",Abdellatif Kechiche,,Drama,Romance,Belgium,France,3.24,289834.0
2022-12-14,Boiling Point,2021,https://boxd.it/uo2u,A head chef balances multiple personal and professional crises at a popular restaurant in London.,Philip Barantini,,Drama,Thriller,UK,Australia,4.0,142517.0
2022-12-21,Man with a Movie Camera,1929,https://boxd.it/1u7s,"A cameraman wanders around with a camera slung over his shoulder, documenting urban life with dazzling inventiveness.",Dziga Vertov,,Documentary,,USSR,,4.28,74669.0
2022-12-23,Millennium Mambo,2001,https://boxd.it/1Tzw,Vicky recalls her romances with her exes Hao Hao and Jack in the neon-lit clubs of Taipei.,Hou Hsiao-hsien,,Drama,Romance,France,Taiwan,3.85,51838.0
2022-12-23,Rashomon,1950,https://boxd.it/2a9K,"Brimming with action while incisively examining the nature of truth, ""Rashomon"" is perhaps the finest film ever to investigate the philosophy of justice. Through an ingenious use of camera and flashbacks, Kurosawa reveals the complexities of human nature as four people recount different versions of the story of a man's murder and the rape of his wife.",Akira Kurosawa,,Crime,Drama,Japan,,4.22,221603.0
2022-12-26,The Moustache,2005,https://boxd.it/1Jn6,"One day, on a whim, Marc decides to shave off the moustache he's worn all of his adult life. He waits patiently for his wife's reaction, but neither she nor his friends seem to notice. Stranger still, when he finally tells them, they all insist he never had a moustache. Is Marc going mad? Is he the victim of some elaborate conspiracy? Or has something in the world's order gone terribly awry?",Emmanuel Carrère,,Drama,Mystery,France,,3.53,4760.0
2022-12-27,78/52,2017,https://boxd.it/ce9a,The most famous murder scene in movie history comprises 78 camera settings and 52 cuts: the shower scene in Alfred Hitchcock's Psycho. 78/52 tells the story of the man behind the curtain and his greatest obsession.,Alexandre O. Philippe,,Documentary,,France,USA,3.61,7884.0
2022-12-29,Certified Copy,2010,https://boxd.it/IMW,"In Tuscany to promote his latest book, a middle-aged English writer meets a French woman who leads him to the village of Lucignano.",Abbas Kiarostami,,Drama,Romance,France,Italy,4.09,58231.0
2022-12-30,The Endless,2017,https://boxd.it/ffyw,Two brothers return to the cult they fled from years ago to discover that the group's beliefs may be more sane than they once thought.,Aaron Moorhead,Justin Benson,Science Fiction,Horror,USA,,3.32,72967.0
2023-01-01,Green Snake,1993,https://boxd.it/12Vk,A mischievous snake who assumes human form interferes with the romance between her reptilian sister and a hapless man.,Tsui Hark,,Fantasy,Romance,Hong Kong,,4.01,8817.0
2023-01-04,Calvary,2014,https://boxd.it/4WE6,"After being threatened during a confession, a good-natured priest must battle the dark forces closing in around him.",John Michael McDonagh,,Drama,,Ireland,UK,3.89,49576.0
2023-01-04,The Assassination of Jesse James by the Coward Robert Ford,2007,https://boxd.it/24dG,"Outlaw Jesse James is rumored to be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.",Andrew Dominik,,Drama,Western,Canada,UK,4.02,151552.0
2023-01-04,12 Years a Slave,2013,https://boxd.it/2D2e,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",Steve McQueen,,History,Drama,USA,UK,4.15,559303.0
2023-01-04,The Eight Mountains,2022,https://boxd.it/ufRe,"An epic journey of friendship and self-discovery set in the breathtaking Italian Alps, The Eight Mountains follows over four decades the profound, complex relationship between Pietro and Bruno.",Charlotte Vandermeersch,Felix van Groeningen,Drama,,Belgium,France,4.07,49011.0
2023-01-08,The Pale Blue Eye,2022,https://boxd.it/u8tk,"West Point, New York, 1830. When a cadet at the burgeoning military academy is found hanged with his heart cut out, the top brass summons former New York City constable Augustus Landor to investigate. While attempting to solve this grisly mystery, the reluctant detective engages the help of one of the cadets: a strange but brilliant young fellow by the name of Edgar Allan Poe.",Scott Cooper,,Mystery,Thriller,USA,,3.1,175036.0
2023-01-11,The Fallout,2021,https://boxd.it/tViI,"In the wake of a school tragedy, Vada, Mia and Quinton form a unique and dynamic bond as they navigate the never linear, often confusing journey to heal in a world that feels forever changed.",Megan Park,,Drama,,USA,,3.5,243657.0
2023-01-16,One Hundred and One Nights,1995,https://boxd.it/3iuI,"Monsieur Cinema, a hundred years old, lives alone in a large villa. His memories fade away, so he engages a young woman to tell him stories about all the movies ever made.",Agnès Varda,,Comedy,,France,UK,3.75,6185.0
2023-01-16,Cléo from 5 to 7,1962,https://boxd.it/2agm,"Agnès Varda eloquently captures Paris in the sixties with this real-time portrait of a singer set adrift in the city as she awaits test results of a biopsy. A chronicle of the minutes of one woman’s life, Cléo from 5 to 7 is a spirited mix of vivid vérité and melodrama, featuring a score by Michel Legrand and cameos by Jean-Luc Godard and Anna Karina.",Agnès Varda,,Drama,,France,Italy,4.19,183127.0
2023-01-18,After Life,1998,https://boxd.it/1HMI,"On a cold Monday morning, a group of counselors clock in at an old-fashioned social services office. Their task is to interview the recently deceased, record their personal details, then, over the course of the week, assist them in choosing a single memory to keep for eternity.",Hirokazu Kore-eda,,Fantasy,Drama,Japan,,4.15,41275.0
2023-01-19,The Best Offer,2013,https://boxd.it/4Oh4,"Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core.",Giuseppe Tornatore,,Crime,Romance,Italy,,3.76,42087.0
2023-01-19,The Lords of Salem,2012,https://boxd.it/3yDm,"Heidi, a radio DJ, is sent a box containing a record - a ""gift from the Lords"". The sounds within the grooves trigger flashbacks of her town's violent past. Is Heidi going mad, or are the Lords back to take revenge on Salem, Massachusetts?",Rob Zombie,,Thriller,Horror,Canada,USA,2.87,41279.0
2023-01-20,Actual People,2021,https://boxd.it/vVFG,"An aimless girl in her final week of college goes to great lengths to win the affections of a boy from her hometown, Philadelphia, and ends up having to confront anxieties about her love life, family, and future.",Kit Zauhar,,Drama,,USA,,3.17,10914.0
2023-01-21,Aftersun,2022,https://boxd.it/Arw0,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between miniDV footage as she tries to reconcile the father she knew with the man she didn't.,Charlotte Wells,,Drama,,UK,USA,4.22,1147749.0
2023-01-23,Lady Vengeance,2005,https://boxd.it/248G,"Released after being wrongfully convicted and imprisoned for 13 years, a woman begins executing her elaborate plan of retribution.",Park Chan-wook,,Thriller,Drama,South Korea,,4.05,149311.0
2023-02-15,Dirty Harry,1971,https://boxd.it/299E,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath.",Don Siegel,,Thriller,Action,USA,,3.82,138183.0
2023-02-16,Infinity Pool,2023,https://boxd.it/oPSK,"While staying at an isolated island resort, James and Em are enjoying a perfect vacation of pristine beaches, exceptional staff, and soaking up the sun. But guided by the seductive and mysterious Gabi, they venture outside the resort grounds and find themselves in a culture filled with violence, hedonism, and untold horror. A tragic accident leaves them facing a zero tolerance policy for crime: either you'll be executed, or, if you’re rich enough to afford it, you can watch yourself die instead.",Brandon Cronenberg,,Science Fiction,Horror,Canada,France,3.12,359065.0
2023-02-22,Samurai Zombie,2008,https://boxd.it/z5u,"A family travelling in a minivan are taken hostage by two fugitives. When the minivan gets a flat tire, they stumble upon a village infested by zombies in samurai armor.",Tak Sakaguchi,,Action,Horror,Japan,,,
2023-03-04,Huesera: The Bone Woman,2022,https://boxd.it/t1J4,"Valeria's joy at becoming a first-time mother is quickly taken away when she's cursed by a sinister entity. As danger closes in, she's forced deeper into a chilling world of dark magic that threatens to consume her.",Michelle Garza Cervera,,Drama,Horror,Mexico,Peru,3.3,45475.0
2023-03-17,King of New York,1990,https://boxd.it/1Ynq,A former drug lord returns from prison determined to wipe out all his competition and distribute the profits of his operations to New York's poor and lower classes in this stylish and ultra violent modern twist on Robin Hood.,Abel Ferrara,,Crime,Thriller,Italy,USA,3.78,71403.0
2023-03-18,A Serious Man,2009,https://boxd.it/1RFW,"It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",Ethan Coen,Joel Coen,Comedy,Drama,USA,UK,3.87,180584.0
2023-03-22,Midnight Cowboy,1969,https://boxd.it/25Hi,"Joe Buck is a wide-eyed hustler from Texas hoping to score big with wealthy New York City women; he finds a companion in Enrico ""Ratso"" Rizzo, an ailing swindler with a bum leg and a quixotic fantasy of escaping to Florida.",John Schlesinger,,Drama,,USA,,4.14,154438.0
2023-03-26,Giorgio Moroder's Metropolis,1984,https://boxd.it/wT4K,"In 1984, Academy Award winning composer Giorgio Moroder introduced Fritz Lang’s science fiction epic Metropolis to a new generation of filmgoers. Working in collaboration with film archivists globally, Moroder supervised a special reconstruction, with color tinting, fewer intertitles and newly restored footage. A pioneer in the field of digital music, Moroder backed this special edition with a throbbing new score, punctuated with pop songs from some of the biggest stars of the early MTV era: Freddie Mercury, Pat Benatar, Adam Ant, Bonnie Tyler, Loverboy and others.",Giorgio Moroder,Fritz Lang,Science Fiction,Drama,Germany,USA,3.85,1668.0
2023-04-07,Detective Dee and the Mystery of the Phantom Flame,2010,https://boxd.it/IkS,"When the future empress Wu Zetian's two courtiers die in a mysterious fire, she gets Di Renjie, a former detective and rebel, released from prison to solve the mystery of the fire.",Tsui Hark,,Drama,Adventure,China,Hong Kong,3.31,6533.0
2023-04-10,The Faculty,1998,https://boxd.it/1Z5C,"When some very creepy things start happening around school, the kids at Herrington High make the chilling discovery that confirms their worst suspicions: their teachers really are from another planet!",Robert Rodriguez,,Horror,Mystery,USA,,3.35,119963.0
2023-04-11,Barbarian Invasion,2021,https://boxd.it/tXk2,"Moon Lee, a celebrated award-winning actress, has become a full-time mom and divorcée since retiring. Desperate to regain her sense of self, she jumps at the chance to work with her long-time collaborator, director Roger Woo, again. Only this time, he casts her as the lead in a do-your-own stunts martial arts film. The role requires extensive training and though Moon is at first uncertain, she leaves her young son in the care of Roger’s assistant and commits herself to back-breaking training. As soon as she starts to gain some confidence, Roger breaks the news to her: the only way the film can move ahead is to cast her ex-husband, Julliard, as the male lead.",Tan Chui Mui,,Action,Drama,China,Hong Kong,3.37,580.0
2023-04-13,Visitor Q,2001,https://boxd.it/24DE,"In a dysfunctional family where the mother is a heroin addict and prostitute, beaten by her son, and the father is an ex-TV reporter, sleeping with his daughter and filming his son being beaten up, ‘Q’, a complete stranger enters the bizarre family, changing their lives for the better, finding a balance in their disturbing natures.",Takashi Miike,,Comedy,Horror,Japan,,3.28,23390.0
2023-04-14,Southpaw,2015,https://boxd.it/9Phu,"Billy ""The Great"" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.",Antoine Fuqua,,Drama,Action,USA,,3.6,227848.0
2023-04-19,Carnival of Souls,1962,https://boxd.it/1KQ4,"Mary Henry ends up the sole survivor of a fatal car accident through mysterious circumstances. Trying to put the incident behind her, she moves to Utah and takes a job as a church organist. But her fresh start is interrupted by visions of a fiendish man. As the visions begin to occur more frequently, Mary finds herself drawn to the deserted carnival on the outskirts of town. The strangely alluring carnival may hold the secret to her tragic past.",Herk Harvey,,Horror,Fantasy,USA,,3.77,76278.0
2023-04-21,White Men Can't Jump,1992,https://boxd.it/1WWy,"Two street basketball hustlers try to con each other, then team up for a bigger score.",Ron Shelton,,Comedy,Drama,USA,,3.51,91603.0
2023-04-24,Tokyo Fist,1995,https://boxd.it/Z2m,"A businessman, Tsuda, runs into a childhood friend, Kojima, on the subway. Kojima is working as a semiprofessional boxer. Tsuda soon begins to suspect that Kojima might be having an affair with his fiancée Hizuru. After an altercation, Tsuda begins training rigorously himself, leading to an extremely bloody, violent confrontation.",Shinya Tsukamoto,,Thriller,Drama,Japan,,3.88,16368.0
2023-05-02,L'Avventura,1960,https://boxd.it/23hs,"Claudia and Anna join Anna's lover, Sandro, on a boat trip to a remote volcanic island. When Anna goes missing, a search is launched. In the meantime, Sandro and Claudia become involved in a romance despite Anna's disappearance, though the relationship suffers from guilt and tension.",Michelangelo Antonioni,,Drama,Mystery,France,Italy,4.08,61042.0
2023-05-02,L'Eclisse,1962,https://boxd.it/1CoG,"This romantic drama by Michelangelo Antonioni follows the love life of Vittoria, a beautiful literary translator living in Rome. After splitting from her writer boyfriend, Riccardo, Vittoria meets Piero, a lively stockbroker, on the hectic floor of the Roman stock exchange. Though Vittoria and Piero begin a relationship, it is not one without difficulties, and their commitment to one another is tested during an eclipse.",Michelangelo Antonioni,,Romance,Drama,France,Italy,3.98,44684.0
2023-05-10,How to Blow Up a Pipeline,2022,https://boxd.it/C69e,A crew of young environmental activists execute a daring mission to sabotage an oil pipeline.,Daniel Goldhaber,,Thriller,Crime,USA,,3.75,84232.0
2023-05-15,Fractured,2019,https://boxd.it/kPL2,"Driving cross-country, Ray and his wife and daughter stop at a highway rest area where his daughter falls and breaks her arm. After a frantic rush to the hospital and a clash with the check-in nurse, Ray is finally able to get her to a doctor. While the wife and daughter go downstairs for an MRI, Ray, exhausted, passes out in a chair in the lobby. Upon waking up, they have no record or knowledge of Ray's family ever being checked in.",Brad Anderson,,Drama,Thriller,USA,,3.04,195901.0
2023-05-15,The Skin I Live In,2011,https://boxd.it/99A,A brilliant plastic surgeon creates a synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.,Pedro Almodóvar,,Horror,Drama,Spain,,3.82,282265.0
2023-05-16,Sunset Boulevard,1950,https://boxd.it/2a20,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,Billy Wilder,,Drama,,USA,,4.44,266178.0
2023-05-16,Thunder Road,2018,https://boxd.it/i8Hs,A police officer faces a personal meltdown following a divorce and the death of his mother.,Jim Cummings,,Drama,Comedy,USA,,3.86,47565.0
2023-05-28,Sanctuary,2022,https://boxd.it/wPKW,"Confined to a claustrophobic hotel room, the heir to a hotel empire and the dominatrix who has primed him for success become locked in a battle of wits and wills as he tries to end his relationship with her.",Zachary Wigon,,Thriller,Drama,France,USA,3.43,72371.0
2023-05-28,The Big Scare,1964,https://boxd.it/2Mgu,Two police inspectors pursue a dangerous counterfeiter on the run.,Jean-Pierre Mocky,,Comedy,Thriller,France,,3.52,577.0
2023-05-31,Amanda,2022,https://boxd.it/BYue,"Amanda, 24, lives mostly isolated and has never had any friends, even if it's the thing she wants the most. Amanda chooses her new mission as to convince her childhood friend to believe that they are still best friends.",Carolina Cavalli,,Comedy,Drama,Italy,,3.52,8151.0
2023-06-02,The Carabineers,1963,https://boxd.it/yjK,"During a war in an imaginary country, unscrupulous soldiers recruit poor farmers with promises of an easy and happy life. Two of these farmers write to their wives of their exploits.",Jean-Luc Godard,,War,Drama,France,Italy,3.44,5394.0
2023-06-04,To Die For,1995,https://boxd.it/2a5o,"Suzanne Stone wants to be a world-famous news anchor and she is willing to do anything to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary.",Gus Van Sant,,Crime,Comedy,UK,USA,3.65,91487.0
2023-06-05,Near Dark,1987,https://boxd.it/1SRO,A farm boy reluctantly becomes a member of the undead when a girl he meets turns out to be part of a band of vampires who roam the highways in stolen cars.,Kathryn Bigelow,,Horror,,USA,,3.53,74597.0
2023-06-13,Lawrence of Arabia,1962,https://boxd.it/2wRE,"The story of British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",David Lean,,Adventure,War,UK,,4.38,243105.0
2023-06-27,Caché,2005,https://boxd.it/2amY,"George, host of a television show focusing on literature, receives videos shot on the sly that feature his family, along with disturbing drawings that are difficult to interpret. He has no idea who has made and sent him the videos. Progressively, the contents of the videos become more personal, indicating that the sender has known George for a long time.",Michael Haneke,,Drama,Thriller,France,Austria,4.06,108335.0
2023-06-30,The French Connection,1971,https://boxd.it/296g,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,William Friedkin,,Crime,Action,USA,,4.0,158609.0
2023-06-30,Brick,2005,https://boxd.it/1Z6A,"After a phone call from his ex-girlfriend, teenage loner Brendan Frye learns that her dead body was found. Vowing to solve her murder himself, he must infiltrate high-school cliques that he previously avoided. His search for the truth brings him before some of the school’s roughest characters.",Rian Johnson,,Mystery,Drama,USA,,3.71,117132.0
2023-06-30,Nightmare Detective,2006,https://boxd.it/TMo,"When a number of suicide victims slash themselves in their sleep, detective Keiko Kirishima is called to investigate.",Shinya Tsukamoto,,Horror,Crime,Japan,,3.21,2400.0
2023-07-02,Hardware,1990,https://boxd.it/1Uas,"Mark 13 is a government-built killing machine programmed with artificial intelligence, able to repair and recharge itself from any energy source. Through a series of coincidences, the cyborg's head ends up in the home of a sculptress as a bizarre Christmas present from her boyfriend. Once inside its new home, the cyborg promptly reconstructs the rest of its body using a variety of household utensils and proceeds to go on a murderous rampage.",Richard Stanley,,Science Fiction,Thriller,UK,USA,3.25,14853.0
2023-07-03,The Wages of Fear,1953,https://boxd.it/2aSK,"In a run-down South American town, four men are paid to drive trucks loaded with nitroglycerin into the jungle through to the oil field. Friendships are tested and rivalries develop as they embark upon the perilous journey.",Henri-Georges Clouzot,,Adventure,Thriller,France,Italy,4.34,49960.0
2023-07-06,Cold Fish,2010,https://boxd.it/2dxK,Shamoto runs a small tropical fish shop. When his daughter Mitsuko is caught shoplifting at a grocery store a man named Murata steps in to settle things between the girl and the store manager. Murata also runs a tropical fish shop and he and Shamoto soon become friendly. However Murata hides many dark secrets behind his friendly face.,Sion Sono,,Horror,Crime,Japan,,3.71,21408.0
2023-07-14,The Red Shoes,1948,https://boxd.it/1EXI,"In this classic drama, Vicky Page is an aspiring ballerina torn between her dedication to dance and her desire to love. While her imperious instructor, Boris Lermontov, urges to her to forget anything but ballet, Vicky begins to fall for the charming young composer Julian Craster. Eventually Vicky, under great emotional stress, must choose to pursue either her art or her romance, a decision that carries serious consequences.",Michael Powell,Emeric Pressburger,Drama,Romance,UK,,4.4,119449.0
2023-07-26,Everybody Knows,2018,https://boxd.it/e6AG,"Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her Argentinian husband and children. However, the trip is upset by unexpected events that bring secrets into the open.",Asghar Farhadi,,Crime,Mystery,Spain,France,3.35,34023.0
2023-07-27,Beau Is Afraid,2023,https://boxd.it/u2gE,"Following the sudden death of his mother, a mild-mannered but anxiety-ridden man confronts his darkest fears as he embarks on an epic, Kafkaesque odyssey back home.",Ari Aster,,Fantasy,Comedy,Finland,USA,3.43,444159.0
2023-07-28,Dark City,1998,https://boxd.it/26uk,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",Alex Proyas,,Science Fiction,Mystery,Australia,USA,3.69,104594.0
2023-07-28,Seven Up!,1964,https://boxd.it/AnE,A group of British children aged 7 from widely ranging backgrounds are interviewed about a range of subjects. The filmmakers plan to re-interview them at 7 year intervals to track how their lives and attitudes change as they age.,Paul Almond,,TV Movie,Documentary,UK,,3.91,5594.0
2023-08-07,The Last Samurai,2003,https://boxd.it/29ZA,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",Edward Zwick,,Drama,War,USA,Japan,3.72,227382.0
2023-08-12,Obsession,1976,https://boxd.it/23QM,A wealthy New Orleans businessman becomes obsessed with a young woman who resembles his late wife.,Brian De Palma,,Drama,Thriller,USA,,3.52,23509.0
2023-08-12,"sex, lies, and videotape",1989,https://boxd.it/28Oc,"Ann, a frustrated wife, enters into counseling due to a troubled marriage. Unbeknownst to her, her husband John has begun an affair with her sister. When John’s best friend Graham arrives, his penchant for interviewing women about their sex lives forever changes John and Ann’s rocky marriage.",Steven Soderbergh,,Drama,,USA,,3.88,86305.0
2023-08-17,Anchorman: The Legend of Ron Burgundy,2004,https://boxd.it/1ZVo,"It's the 1970s and San Diego anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",Adam McKay,,Comedy,,USA,,3.49,419624.0
2023-08-18,How to Have Sex,2023,https://boxd.it/EFIM,"Three British teenage girls go on a rites-of-passage holiday—drinking, clubbing and hooking up, in what should be the best summer of their lives.",Molly Manning Walker,,Drama,,Belgium,France,3.6,179968.0
2023-08-23,Hijack,2023,https://boxd.it/HykO,"When Flight KA29 is hijacked during its seven-hour journey from Dubai to London, Sam Nelson—an accomplished corporate negotiator—tries using his professional skills to save everyone on board. Will this high-risk strategy be his undoing?",Jim Field Smith,Mo Ali,Drama,,UK,,3.53,12821.0
2023-08-27,Conversation Piece,1974,https://boxd.it/pQ6,"A retired professor of American origin lives a solitary life in a luxurious palazzo in Rome. He is confronted by a vulgar Italian marchesa and her lover, her daughter and her daughter's boyfriend, and forced to rent to them an apartment on the upper floor of his palazzo. From this point on his quiet routine is turned into chaos by his tenants' machinations, and everybody's life takes an unexpected but inevitable turn.",Luchino Visconti,,Romance,Drama,France,Italy,3.78,5005.0
2023-08-27,The Leopard,1963,https://boxd.it/296K,"As Garibaldi's troops begin the unification of Italy in the 1860s, an aristocratic Sicilian family grudgingly adapts to the sweeping social changes undermining their way of life. Proud but pragmatic Prince Don Fabrizio Salina allows his war hero nephew, Tancredi, to marry Angelica, the beautiful daughter of gauche, bourgeois Don Calogero, in order to maintain the family's accustomed level of comfort and political clout.",Luchino Visconti,,Drama,,France,Italy,4.14,40124.0
2023-09-05,The Golem: How He Came Into the World,1920,https://boxd.it/262g,"In 16th-century Prague, a rabbi creates the Golem - a giant creature made of clay. Using sorcery, he brings the creature to life in order to protect the Jews of Prague from persecution.",Carl Boese,Paul Wegener,Horror,Fantasy,Germany,,3.68,13766.0
