Date,Name,Year,Letterboxd URI,Plot,Director1,Director2,Genre1,Genre2,Country1,Country2,RatingAvg,RatingCount
2024-12-15,Incantation,2022,https://boxd.it/wFiI,Inspired by the true story of a family who believed they were possessed by spirits. This film follows a woman who must protect her child from a curse.,Kevin Ko,,Horror,,Taiwan,,3.23,159283.0
2024-12-15,Philadelphia,1993,https://boxd.it/1XMk,Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,Jonathan Demme,,Drama,,USA,,3.93,166531.0
2024-12-22,The Lodge,2019,https://boxd.it/h2c2,"When a father is forced to abruptly depart for work, he leaves his children, Aidan and Mia, at their holiday home in the care of his new girlfriend, Grace. Isolated and alone, a blizzard traps them inside the lodge as terrifying events summon specters from Grace's dark past.",Veronika Franz,Severin Fiala,Horror,Thriller,UK,USA,3.12,134068.0
2024-12-24,A Perfect Murder,1998,https://boxd.it/27Ke,"Millionaire industrialist Steven Taylor is a man who has everything but what he craves most: the love and fidelity of his wife. A hugely successful player in the New York financial world, he considers her to be his most treasured acquisition. But she needs more than simply the role of dazzling accessory.",Andrew Davis,,Crime,Thriller,USA,,3.19,33325.0
2025-01-02,Birth,2004,https://boxd.it/1VvQ,"It took Anna 10 years to recover from the death of her husband, Sean, but now she's on the verge of marrying her boyfriend, Joseph, and finally moving on. However, on the night of her engagement party, a young boy named Sean turns up, saying he is her dead husband reincarnated. At first she ignores the child, but his knowledge of her former husband's life is uncanny, leading her to believe that he might be telling the truth.",Jonathan Glazer,,Drama,Thriller,Germany,UK,3.7,70178.0
2025-01-08,A Real Pain,2024,https://boxd.it/CjNG,Mismatched cousins David and Benji reunite for a tour through Poland to honor their beloved grandmother. The adventure takes a turn when the pair's old tensions resurface against the backdrop of their family history.,Jesse Eisenberg,,Comedy,Drama,Poland,USA,3.74,795334.0
2025-01-11,The Driver,1978,https://boxd.it/27jW,The Driver specializes in driving getaway cars for robberies. His exceptional talent has prevented him from being caught yet. After another successful flight from the police a self-assured detective makes it his primary goal to catch the Driver. He promises pardons to a gang if they help to convict him in a set-up robbery. The Driver seeks help from The Player to mislead the detective.,Walter Hill,,Crime,Thriller,UK,USA,3.83,32879.0
2025-01-28,Secretary,2002,https://boxd.it/1URc,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",Steven Shainberg,,Comedy,Drama,USA,,3.5,175380.0
2025-01-30,The Childhood of a Leader,2015,https://boxd.it/aRce,The chilling story of a young American boy living in France in 1918 whose father is working for the US government on the creation of the Treaty of Versailles. What he witnesses helps to mold his beliefs – and we witness the birth of a terrifying ego.,Brady Corbet,,Drama,,Belgium,Canada,3.43,12251.0
2025-02-03,Free Fire,2016,https://boxd.it/b2Ig,"Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shoot-out and a game of survival.",Ben Wheatley,,Action,Crime,UK,,3.16,81277.0
2025-02-03,The End of the Tour,2015,https://boxd.it/7jIE,"The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'",James Ponsoldt,,Drama,,USA,,3.75,52328.0
2025-02-03,Last and First Men,2020,https://boxd.it/kKi0,"As the end approaches inexorably, the last humans, living millions of years into the future, send a message to the humanity of the present that is both a plea for help and a warning, but also an epic tale of evolution, decline and hope.",Jóhann Jóhannsson,,Drama,Science Fiction,Iceland,,3.72,14157.0
2025-02-03,Nickel Boys,2024,https://boxd.it/CStQ,Chronicles the powerful friendship between two young Black teenagers navigating the harrowing trials of reform school together in Florida.,RaMell Ross,,Drama,,USA,,4.0,184153.0
2025-02-04,Contempt,1963,https://boxd.it/2aJe,"A philistine in the art film business, Jeremy Prokosch is a producer unhappy with the work of his director. Prokosch has hired Fritz Lang to direct an adaptation of ""The Odyssey,"" but when it seems that the legendary filmmaker is making a picture destined to bomb at the box office, he brings in a screenwriter to energize the script. The professional intersects with the personal when a rift develops between the writer and his wife.",Jean-Luc Godard,,Drama,Romance,France,Italy,3.85,83133.0
2025-02-04,Oedipus Rex,1967,https://boxd.it/WgK,"In pre-war Italy, a young couple have a baby boy. The father, however, is jealous of his son - and the scene moves to antiquity, where the baby is taken into the desert to be killed. He is rescued, given the name Edipo (Oedipus), and brought up by the King and Queen of Corinth as their son. One day an oracle informs Edipo that he is destined to kill his father and marry his mother. Horrified, he flees Corinth and his supposed parents - only to get into a fight and kill an older man on the road…",Pier Paolo Pasolini,,Drama,,Italy,,3.75,15200.0
2025-02-04,"Throw Away Your Books, Rally in the Streets",1971,https://boxd.it/3yio,"An experimental, psychedelic odyssey through Japanese subculture experienced via the eyes of a disillusioned young man, who must contend with intense familial dysfunction, psychosexual alienation, and existentialist malaise.",Shūji Terayama,,Drama,,Japan,,4.17,14034.0
2025-02-04,The Bad Sleep Well,1960,https://boxd.it/1iLA,"In this loose adaptation of ""Hamlet,"" illegitimate son Kôichi Nishi climbs to a high position within a Japanese corporation and marries the crippled daughter of company vice president Iwabuchi. At the reception, the wedding cake is a replica of their corporate headquarters, but an aspect of the design reminds the party of the hushed-up death of Nishi's father. It is then that Nishi unleashes his plan to avenge his father's death.",Akira Kurosawa,,Drama,Thriller,Japan,,4.09,21252.0
2025-02-16,Strange Darling,2023,https://boxd.it/CVIk,Nothing is what it seems when a twisted one-night stand spirals into a serial killer’s vicious murder spree.,JT Mollner,,Crime,Thriller,USA,,3.49,194483.0
2025-02-27,It Happened One Night,1934,https://boxd.it/25Ng,A runaway heiress makes a deal with the rogue reporter trailing her but the mismatched pair end up stuck with each other when their bus leaves them behind.,Frank Capra,,Comedy,Romance,USA,,4.16,103365.0
2025-03-13,The Pink Panther,1963,https://boxd.it/29eO,"The trademark of The Phantom, a renowned jewel thief, is a glove left at the scene of the crime. Inspector Clouseau, an expert on The Phantom's exploits, feels sure that he knows where The Phantom will strike next and leaves Paris for the Tyrolean Alps, where the famous Lugashi jewel 'The Pink Panther' is going to be. However, he does not know who The Phantom really is, or for that matter who anyone else really is...",Blake Edwards,,Crime,Comedy,USA,,3.43,37320.0
2025-03-13,Experiment in Terror,1962,https://boxd.it/VyS,A man with an asthmatic voice telephones and assaults clerk Kelly Sherwood at home and coerces her into helping him steal a large sum from her bank.,Blake Edwards,,Thriller,Crime,USA,,3.71,9404.0
2025-03-14,I'm Still Here,2024,https://boxd.it/BPEO,"In 1971, military dictatorship in Brazil reaches its height. The Paiva family — Rubens, Eunice, and their five children — live in a beachside house in Rio, open to all their friends. One day, Rubens is taken for questioning and does not return.",Walter Salles,,Drama,History,Brazil,France,4.33,566596.0
2025-03-24,Streets of Fire,1984,https://boxd.it/1Nt8,"Raven Shaddock and his gang of merciless biker friends kidnap rock singer Ellen Aim. Ellen's former lover, soldier-for-hire Tom Cody, happens to be passing through town on a visit. In an attempt to save his star act, Ellen's manager hires Tom to rescue her. Along with a former soldier, they battle through dangerous cityscapes, determined to get Ellen back.",Walter Hill,,Action,,USA,,3.54,33401.0
2025-03-27,Divorce Italian Style,1961,https://boxd.it/1DNs,"Ferdinando Cefalù is desperate to marry his cousin, Angela, but he is married to Rosalia and divorce is illegal in Italy. To get around the law, he tries to trick his wife into having an affair so he can catch her and murder her, as he knows he would be given a light sentence for killing an adulterous woman. He persuades a painter to lure his wife into an affair, but Rosalia proves to be more faithful than he expected.",Pietro Germi,,Comedy,Crime,Italy,,3.94,19447.0
2025-03-30,My Cousin Vinny,1992,https://boxd.it/1WpO,"Two carefree pals from Brooklyn traveling through rural Alabama on their way back to college are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend, to try his first case, it's a real shock - for him and the Deep South!",Jonathan Lynn,,Comedy,,USA,,3.91,233567.0
2025-03-30,A Few Good Men,1992,https://boxd.it/29nw,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",Rob Reiner,,Drama,,USA,,4.01,217293.0
2025-04-04,Prom Night,1980,https://boxd.it/1aeS,"At a high school senior prom, a masked killer stalks four teenagers who were responsible for the accidental death of a classmate six years prior.",Paul Lynch,,Thriller,Horror,Canada,,2.62,47722.0
2025-04-08,The Talented Mr. Ripley,1999,https://boxd.it/2924,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.",Anthony Minghella,,Crime,Drama,USA,,3.86,459894.0
2025-04-10,The Souvenir,2019,https://boxd.it/gXU4,"A shy but ambitious film student falls into an intense, emotionally fraught relationship with a charismatic but untrustworthy older man.",Joanna Hogg,,Drama,Romance,UK,USA,3.48,57415.0
2025-04-11,No Other Land,2024,https://boxd.it/KOTG,This film made by a Palestinian-Israeli collective shows the destruction of the occupied West Bank's Masafer Yatta by Israeli soldiers and the alliance which develops between the Palestinian activist Basel and Israeli journalist Yuval.,Rachel Szor,Hamdan Ballal,Documentary,,Norway,State of Palestine,4.55,62018.0
2025-04-13,Mississippi Burning,1988,https://boxd.it/28r8,"Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his partner, a former sheriff.",Alan Parker,,Mystery,Drama,USA,,3.9,102211.0
